name,status,street,city,state,zip,phone,Latitude,Longitude,"Accuracy Score",Street,City,State,County,Zip
"Illusions By Marcus Ltd","Eufora exclusive","374 Mclaws Circle",Williamsburg,VA,23186,757-253-7790,37.34822,-76.773832,0.33," ",Williamsburg,VA,"Williamsburg city",23188
"Image And Design Salon",,"7995 Princevalle Street",Gilroy,CA,95020,408-842-6969,37.012770666667,-121.58089691667,1,"7995 Princevalle St",Gilroy,CA,"Santa Clara County",95020
"Image By Design Llp",,"1101 Service Rd",Kiel,WI,53042,"(920) 894-2110",43.919862457895,-88.022725347368,1,"1101 Service Rd",Kiel,WI,"Manitowoc County",53042
"Image Creators Salon And Spa","Eufora semi exclusive","568 E Ritchie Hwy","Severna Park",MD,21146,410-544-8852,39.08337,-76.57197,0.33," ","Severna Park",MD,"Anne Arundel County",21146
"Image Salon",,"108 N 21St",Purcellville,VA,20132,703-346-8888,39.137043728689,-77.714924263359,1,"108 N 21st St",Purcellville,VA,"Loudoun County",20132
"Image Salon And Spa",,"211 Edwards Ferry Rd Ne",Leesburg,VA,20175,703-346-0888,39.11407652038,-77.560147601657,1,"211 Edwards Ferry Rd N",Leesburg,VA,"Loudoun County",20176
"Imagen Salon",,"475 E   Vuelta Caminata Del Rio","Oro Valley",AZ,85737,520-742-0040,32.452638,-110.97366,0.3," ","Oro Valley",AZ,,85755
"Impressions Hair Studio","Eufora semi exclusive","605 W Baltimore St",Wilmington,IL,60481,815-476-7415,41.30513242953,-88.158100530201,1,"605 W Baltimore St",Wilmington,IL,"Will County",60481
"Impressions Salon",,"3401 Hartzdale Drive","Camp Hill",PA,17011,"(717) 730-6778",40.221038114286,-76.932488614286,0.8,"3401 Hartzdale Dr","Camp Hill",PA,"Cumberland County",17011
"In Style Salon And Spa","Eufora semi exclusive","790 Hansen Rd","Green Bay",WI,54304,920-494-7100,44.475780795918,-88.074062897959,1,"790 Hansen Rd","Green Bay",WI,"Brown County",54304
"Indigenous Hair Designs and Btq",,"7440 McKnight Rd Suite 205",Pittsburgh,PA,15237,412-369-0309,40.560434636364,-80.024319545455,1,"7440 Mcknight Rd",Pittsburgh,PA,"Allegheny County",15237
"Indigo City Salon","Eufora exclusive","403 North Main",Bloomington,IL,61701,309-557-0440,40.476771,-88.992995,0.33," ",Bloomington,IL,"McLean County",61701
"Indigo Salon And Spa",,"611 North Wenatchee Avenue",Wenatchee,WA,98801,248-755-6113,47.431904444444,-120.31735711111,1,"611 N Wenatchee Ave",Wenatchee,WA,"Chelan County",98801
"Individual Style",,"608 Richmond Dr",Lancaster,PA,17601,"(717) 490-6068",40.106255285714,-76.333955571429,1,"608 Richmond Dr",Lancaster,PA,"Lancaster County",17601
"Inner Beauty Day Spa",,"460 Freedom Plains Road",Poughkeepsie,NY,12603,845-592-2636,41.6809544,-73.8564674,1,"460 Freedom Plains Rd",Poughkeepsie,NY,"Dutchess County",12603
"Innovations Mary",,"13125 Route 6",Corry,PA,16407,814-665-6180,41.893975174603,-79.258931857144,1,"13125 Route 6",Corry,PA,"Erie County",16407
"Inspired Salon",,"2611 Pleasant Hill Road","Pleasant Hill",CA,94523,925-286-0443,37.949529636364,-122.10995327273,1,"2611 Pleasant Hill Rd","Pleasant Hill",CA,"Contra Costa County",94523
"Inspired Styles","Eufora semi exclusive","210 N Saginaw",Lapeer,MI,48446,810-245-2585,43.121459,-83.319558,0.33," ",Lapeer,MI,"Lapeer County",48446
Integrite,"Eufora exclusive","3830 4Th Ave","San Diego",CA,92103,619-297-0670,32.747856673469,-117.16160293878,1,"3830 4th Ave","San Diego",CA,"San Diego County",92103
"International Hair Design","Eufora semi exclusive","13340 H Franklin Farms Road",Herndon,VA,20171,703-757-1336,38.90884786796,-77.407218955333,1,"13340 Franklin Farm Rd",Herndon,VA,"Fairfax County",20171
Intrigue,"Eufora exclusive","519 First St",Menommee,MI,49858,906-424-4238,,,0,,,,,
"Intrigue Hair Studio And Spa","Eufora semi exclusive","791 Fetzmer Road",Rochester,NY,14626,585-720-0870,43.148316,-77.646987,0.33," ",Rochester,NY,"Monroe County",14611
"Intuitive Edge",,"720 East Prince Road",Tucson,AZ,85719,520-293-8001,32.272062375,-110.960439125,1,"720 E Prince Rd",Tucson,AZ,"Pima County",85719
"Iridescence Salon And Spa",,"2580 Eastern Blvd",York,PA,17403,"(410) 530-8835",39.973140333333,-76.674952666667,1,"2580 Eastern Blvd",York,PA,"York County",17402
"Ivan S Studio",,"4771 North 1St Avenue",Tucson,AZ,85718,520-888-2536,32.292339486486,-110.96108983784,0.8,"4771 N 1st Ave",Tucson,AZ,"Pima County",85718
"J Amelias","Eufora exclusive","4572 Main Street","Pequot Lakes",MN,56472,218-568-4950,46.602893693878,-94.309171653061,1,"4572 Main St","Pequot Lakes",MN,"Crow Wing County",56472
"J Christopher",,"65 Park St",Andover,MA,1810,978-475-4884,42.656866,-71.1385272,1,"65 Park St",Andover,MA,"Essex County",01810
"J Christopher And Co",,"1009 North Monroe Street",Marion,IL,62959,618-364-5944,37.739953692308,-88.929706538462,1,"1009 N Monroe St",Marion,IL,"Williamson County",62959
"J Ludwig Salon","Eufora exclusive","17350 17Th Street",Tustin,CA,92780,714-838-6000,33.759844660377,-117.82920201887,1,"17350 17th St","Santa Ana",CA,"Orange County",92705
"Jacquis Design",,"280 Broadway",Arlington,MA,2474,781-646-0722,42.413527272727,-71.148352818182,1,"280 Broadway",Arlington,MA,"Middlesex County",02474
"Jagged Edge",,"3579 Hennepin Dr",Joliet,IL,60431,815-436-2106,41.5729758,-88.167447266667,1,"3579 Hennepin Dr",Joliet,IL,"Will County",60431
"Jaime Nicole Salon And Spa","Eufora exclusive","1116 Sycamore Ave Suite C",Vista,CA,92081,760-598-1233,33.157155666667,-117.22346766667,1,"1116 Sycamore Ave",Oceanside,CA,,92081
"Jane Dosch",,"21013 E Hampden Place+C838",Aurora,CO,80013,720-427-7731,39.739249,-104.862881,0.33," ",Aurora,CO,"Arapahoe County",80010
"Janes Hair Shack",,"2501 Milton Ave",Solvay,NY,13209,315-488-6192,43.061575,-76.222482,1,"2501 Milton Ave",Syracuse,NY,"Onondaga County",13209
"Jasons on the River",,"43 Bell St","Chagrin Falls",OH,44022,440-247-0001,41.431865869565,-81.389584869565,1,"43 Bell St","Chagrin Falls",OH,"Cuyahoga County",44022
"Jayden Presleigh","Eufora semi exclusive","2946 State St",Carlsbad,CA,92008,760-720-3946,33.160092489796,-117.34912067347,1,"2946 State St",Carlsbad,CA,"San Diego County",92008
"Jean Claude","Eufora semi exclusive","3594 5Th Ave","San Diego",CA,92103,619-298-6104,32.742192875,-117.160378625,1,"3594 5th Ave","San Diego",CA,"San Diego County",92103
"Jennifers Hair Studio",,"23 Lexington Ave",Magnolia,MA,1930,978-5253612,42.577291333333,-70.712104583333,1,"23 Lexington Ave",Gloucester,MA,"Essex County",01930
"Jesse Daniel Salon","Eufora semi exclusive","17331 17Th St",Tustin,CA,92780,714-508-8555,33.759843528302,-117.82903541509,1,"17331 17th St",Tustin,CA,"Orange County",92780
"Jessica Cianciarusa at the Ivy Salon and Spa","Eufora semi exclusive","6422 Magnolia Ave",Riverside,CA,92506,951-347-0179,33.9548089375,-117.3956356875,1,"6422 Magnolia Ave",Riverside,CA,"Riverside County",92506
"John James Salon",,"1702 Transportation Blvd",Crofton,MD,21114,410-721-3600,39.00891,-76.68438,0.33," ",Crofton,MD,"Anne Arundel County",21114
"John Saccente Hair Design","Eufora exclusive","70 06 Forest Ave",Ridgewood,NY,11385,718-821-6147,40.699961285714,-73.899301428571,1,"70 06 Forest Ave",Ridgewood,NY,"Queens County",11385
"Joseph Antone Salon",,"522 Spring Street","Paso Robles",CA,93446,805-239-1618,35.620125673913,-120.69080026087,1,"522 Spring St","Paso Robles",CA,"San Luis Obispo County",93446
"Josephs Hair Salon","Eufora semi exclusive","13301 Prospect Rd",Strongsville,OH,44136,440-238-2812,41.313268,-81.831656,0.33," ",Strongsville,OH,"Cuyahoga County",44136
"Josette At Nadias Salon",,"25 West 25Th Street Suite 4","San Mateo",CA,94403,650-570-5733,37.553774,-122.269978,0.33," ","San Mateo",CA,"San Mateo County",94404
"Jouet Studio",,"2021 Broad Street","San Luis Obispo",CA,93401,805-546-1060,35.21447774795,-120.67567989738,1,"2021 Broad St","San Luis Obispo",CA,"San Luis Obispo County",93401
"Jubilee Salon And Spa","Eufora semi exclusive","138 N Lake Ave",Pasadena,CA,91901,626-584-7065,34.149036976744,-118.13238525581,1,"138 N Lake Ave",Pasadena,CA,"Los Angeles County",91101
Judys,,"405 S Tennesse Ave",Martinsburg,WVA,25401,304-267-2693,,,0,,,,,
"Jule Salon And Boutique","Eufora semi exclusive","341 South Cedres Ste A","Solana Beach",CA,92075,760-815-3919,33.007075,-117.256769,0.33," ","Solana Beach",CA,"San Diego County",92075
"Just Cuts","Eufora exclusive","3461 Genesee St","Check Towaga",NY,14225,716-243-2887,42.908947,-78.750031,0.18," ",Cheektowaga,NY,"Erie County",14225
"Just Teasin Salon","Eufora semi exclusive","4340 South Park",Blasdell,NY,14219,716-822-2007,42.797281,-78.823366,0.3," ",Blasdell,NY,"Erie County",14219
"Justins Barbershop",,"4028 Route 9",Morganville,NJ,7751,"(732) 598-7370",40.33953,-74.29394,0.33," ",Morganville,NJ,"Monmouth County",07751
"Kacey Hair Salon",,"9146 Rothbury Dr","Montgomery Village",MD,20886,301-8659-5303,39.185634,-77.19113,1,"9146 Rothbury Dr","Montgomery Village",MD,"Montgomery County",20886
"Kalos Salon","Eufora exclusive","625 11Th Street",Arcata,CA,95521,707-822-7756,40.870352,-124.08503633333,1,"625 11th St",Arcata,CA,"Humboldt County",95521
"Kane And Co","Eufora semi exclusive","41 E University Ave",Champaign,IL,61820,217-359-2424,40.116315,-88.241068,1,"41 E University Ave",Champaign,IL,"Champaign County",61820
"Karen Dugan Hair Design",,"2022 South Juniper Street",Escondido,CA,92025,760-489-8983,33.101393,-117.065399,1,"2022 S Juniper St",Escondido,CA,"San Diego County",92025
"Karens Of Wayzata",,"834 E Lake St",Wayzata,MN,55391,"(952) 475-0346",44.984663,-93.542233,0.33," ",Wayzata,MN,"Hennepin County",55391
"Katherine Jon Salon","Eufora semi exclusive","4747 Nesconsett Hwy Suite 1","Port Jefferson",NY,11776,631-474-0747,40.94649,-73.06927,0.33," ","Port Jefferson",NY,"Suffolk County",11777
"Kathy Pascal The Cutting Room",,"7425 El Camino Real",Atascadero,CA,93422,805-462-2887,35.485327578313,-120.66370780723,1,"7425 El Camino Real",Atascadero,CA,"San Luis Obispo County",93422
"Kathy Spiller S Hair Styling","Eufora exclusive","4818 Cypress Street","La Mesa",CA,91942,619-469-9592,32.767896346939,-117.01651383673,1,"4818 Cypress St","La Mesa",CA,"San Diego County",91942
"Kc Salon","Eufora exclusive","18625 Yorba Linda Blvd","Yorba Linda",CA,92886,714-779-6328,33.888657304348,-117.8105273913,1,"18625 Yorba Linda Blvd","Yorba Linda",CA,"Orange County",92886
"Kellys Hair Design","Eufora semi exclusive","604 Moores Mill Rd",Belair,MD,21014,"(410) 838-8085",39.547557,-76.321984,0.22," ","Bel Air",MD,"Harford County",21014
"Kensington Salon And Spa",,"715 S Howard Ave Suite 100",Tampa,FL,33606,813-254-1091,27.936222142857,-82.483033714286,1,"715 S Howard Ave",Tampa,FL,"Hillsborough County",33606
"Kimberly Kellers Hair Creations","Eufora exclusive","285 N El Camino Real Ste 100",Encinitas,CA,92024,760-535-2828,33.049103,-117.25990697015,1,"285 N El Camino Real",Encinitas,CA,"San Diego County",92024
"Kimberly Reed Salon","Eufora semi exclusive","115 N 5th St",Brighton,MI,48116,773-682-5141,42.530134714286,-83.790075,1,"115 N 5th St",Brighton,MI,"Livingston County",48116
"Kindred Beauty",,"11500 Lantern Rd",Fishers,IN,46038,765-620-9180,39.956595881356,-86.013371033898,1,"11500 Lantern Rd",Fishers,IN,"Hamilton County",46038
"Kiss Kiss Bang Bang Too","Eufora semi exclusive","9431 N Meridian St",Indianapolis,IN,46260,317-571-1120,39.925163134228,-86.157862422819,1,"9431 N Meridian St",Indianapolis,IN,"Marion County",46260
"KLS Studios","Eufora semi exclusive","1410 North Point Village",Reston,VA,20194,571-313-0414,38.831813,-77.288755,0.33," ",Reston,VA,"Fairfax County",20196
"Kristen Pepper At Salon Roc",,"139 Pattonwood Dr",Rochester,NY,14617,585-338-7762,43.248268888889,-77.608212111111,1,"139 Pattonwood Dr",Rochester,NY,"Monroe County",14617
"Kuttin  Up","Eufora semi exclusive","151 E Main Street","Rock Hill",SC,29730,803-329-5322,34.925722827586,-81.027154241379,1,"151 E Main St","Rock Hill",SC,"York County",29730
"L E X  Salon",,"43 Ridge Road",Phoenixville,PA,19460,"(610) 933-6792",40.148005,-75.553041,1,"43 Ridge Rd",Phoenixville,PA,"Chester County",19460
"L Image Salon And Spa",,"3079 Nutley Street",Fairfax,VA,22031,703-573-7056,38.869863007526,-77.26111171058,1,"3079 Nutley St",Fairfax,VA,"Fairfax city",22031
"La Bella","Eufora semi exclusive","7110  D Patterson Ave",Richmond,VA,23229,804-285-2490,37.443203,-77.238866625002,1,"7110 D Patterson Ave",Richmond,VA,"Richmond city",23221
"La Bella Spa And Salon",,"10126 Coors Blvd Nw",Albuquerque,NM,87114,505-899-5557,35.191013,-106.657347,1,"10126 Coors Blvd NW",Albuquerque,NM,"Bernalillo County",87114
"La Costa Resort And Spa","Eufora exclusive","2100 Costa Del Mar Rd",Carlsbad,CA,92009,"(760) 931-7516",33.091322,-117.266344,1,"2100 Costa Del Mar Rd",Carlsbad,CA,"San Diego County",92009
"La Difference Salon And Day Spa","Eufora semi exclusive","830 Paoli Pike","West Chester",PA,19380,"(610) 429-1808",39.967827,-75.588876,1,"830 Paoli Pike","West Chester",PA,"Chester County",19380
"La Flawless","Eufora semi exclusive","4850 Miller Trunk Hwy Suite 3",Hermantown,MN,55811,218-576-4474,46.756745,-92.269437,0.27," ",Hermantown,MN,"St. Louis County",55810
"La Jolie Femme",,"388 Summer Street",Stamford,CT,6901,203-327-4102,41.056307603448,-73.540400396552,1,"388 Summer St",Stamford,CT,"Fairfield County",06901
"La Jolla Cove Salon And Spa","Eufora semi exclusive","8008 Girard Avenue","La Jolla",CA,92037,858-456-0118,32.848667790698,-117.27430352326,0.8,"8008 Girard Ave","La Jolla",CA,"San Diego County",92037
"La Moda",,"200 Larkfield Road","East Northport",NY,11731,631-757-1010,40.877580285714,-73.324920057143,1,"200 Larkfield Rd","East Northport",NY,"Suffolk County",11731
"La Nouvelle",,"18830 Cox Avenue",Saratoga,CA,95070,408-378-4247,37.28122842029,-122.00290884058,1,"18830 Cox Ave",Saratoga,CA,"Santa Clara County",95070
"La Salon Bianca","Eufora semi exclusive","1225 Jefferson Rd Ste A09",Rochester,NY,14623,585-272-0707,43.087101,-77.598763276596,1,"1225 Jefferson Rd",Rochester,NY,"Monroe County",14623
"La Tresse By Renee","Eufora exclusive","24 Oswego Street",Baldwinsville,NY,13027,315-638-2040,43.157838647059,-76.332489294118,1,"24 Oswego St",Baldwinsville,NY,"Onondaga County",13027
"Labelle Of Ny",,"6997 Campbell Blvd",Pendleton,NY,14120,716-625-7106,43.286492625,-78.777176125,1,"6997 Campbell Blvd",Lockport,NY,"Niagara County",14094
"LaCarezza Hair Studio","Eufora semi exclusive","54 East Cove Ave",Wheeling,WVA,26003,"(304) 243-5500",,,0,,,,,
"Lather At Solera Salon And Spa","Eufora exclusive","8770 E Arapahoe Rd Ste 218",Centennial,CO,80112,303-221-4146,39.889763,-105.114346,0.3," ",Centennial,CO,"Arapahoe County",80021
"Lavish Salon And Spa",,"2739 Fallston Rd",Fallston,MD,21047,410-692-2688,39.542735285714,-76.470973642857,1,"2739 Fallston Rd",Fallston,MD,"Harford County",21047
"Le Prive Salon",,"1003 S Main Street",Hampsted,MD,21074,410-258-3871,39.614552,-76.864427,0.22," ",Hampstead,MD,"Carroll County",21074
"Le Spa",,"71 Lighthouse Rd Suite 613 Sea Pines Plantation","Hilton Head Isle",SC,29928,843-363-6000,32.390605,-80.661027,0.22," ","Hilton Head Island",SC,"Beaufort County",29938
"Lee Nannettes",,"1008 West St",Annapolis,MD,21401,"(443) 454-3040",38.976899367347,-76.511061326531,1,"1008 West St",Annapolis,MD,"Anne Arundel County",21401
"Lenas Salon",,"521 West 10Th St",Erie,PA,16502,814-455-6040,42.120826795918,-80.095411081633,1,"521 W 10th St",Erie,PA,"Erie County",16502
"Level 7","Eufora exclusive","330 Eldorado Dr",Jordan,MN,55352,"(952) 492-6655",44.658362,-93.601183,0.33," ",Jordan,MN,"Scott County",55352
"Level 7 Hair Studio",,"116 W Michigan St","Mt Pleasant",MI,48858,989-772-7793,,,0,,,,,
"Lief Beauty Boutique",,"85 S Broadway",Nyack,NY,10960,845-641-9540,41.080474,-73.930179,0.33," ",Nyack,NY,"Rockland County",10960
"Lilys Salon","Eufora semi exclusive","145 Pleasant Hlil Ave North Suite 1010",Sebastopol,CA,95472,707-824-1075,38.325851,-122.505846,0.33," ",Sebastopol,CA,"Sonoma County",95473
"Linette Weinzirl",,"23807 Chandelle Dr",Chugiak,AK,99567,907-688-7130,61.418394590361,-149.44137640964,1,"23807 Chandelle Dr",Chugiak,AK,"Anchorage Municipality",99567
"Liquid Salon And Spa","Eufora semi exclusive","9265 S Broadway Suite 100","Highlands Ranch",CO,80129,303-668-4134,39.563078046154,-104.9858554,1,"9265 S Broadway",Littleton,CO,"Douglas County",80126
"Lisa Lisa",,"179 Main Street","Los Altos",CA,94022,650-947-9308,37.380102673469,-122.11492183673,1,"179 Main St","Los Altos",CA,"Santa Clara County",94022
"Lisa Maries Salon Loft 10",,"3987 West Market St",Bath,OH,44210,330-258-9922,41.128705,-81.53999,0.33," ",Bath,OH,"Summit County",44210
"Living Art Salon And Spa","Eufora semi exclusive","1510 Onyx Ridge","Fort Mill",SC,29708,803-802-7003,35.060618378378,-80.970632702703,1,"1510 Onyx Rdg","Fort Mill",SC,"York County",29708
"Liza And Co","Eufora semi exclusive","115 North Elm Street",Cresco,IA,52136,563-203-0730,43.373191882353,-92.116448735294,1,"115 N Elm St",Cresco,IA,"Howard County",52136
"Liza And Company",,"115 N Elm St",Cresco,IA,52136,"(563) 203-0730",43.373191882353,-92.116448735294,1,"115 N Elm St",Cresco,IA,"Howard County",52136
"Locksmith Hair Studio",,"30600 Pine Tree Rd",Pepperpike,OH,44124,216-378-1778,41.478387,-81.46373,0.18," ","Pepper Pike",OH,"Cuyahoga County",44124
"Lola By Gina Payne",,"2075 Prairie Street","St  Charles",IL,60174,"(331) 588-5649",,,0,,,,,
"Loli Hair Studio",,"12335 N Community House Rd Suite 8",Charlotte,NC,28277,980-406-8624,35.069413838384,-80.840867414141,1,"12335 N Community House Rd",Charlotte,NC,"Mecklenburg County",28277
"Lora Moon Styling Salon","Eufora semi exclusive","1041 E Mcdowell Mtn Ranch Rd Suite 140",Scottsdale,AZ,85255,480-513-6399,33.499529,-111.868432,0.33," ",Scottsdale,AZ,"Maricopa County",85252
"Lords And Ladies Blandon",,"12 Ingot Drive",Blandon,PA,19510,"(610) 944-8820",40.4412,-75.88687,0.33," ",Blandon,PA,"Berks County",19510
"Lords And Ladies Douglasville","Eufora semi exclusive","15 Old Swede Rd",Douglasville,PA,19518,610-385-7114,40.25787,-75.7263,0.22," ",Douglassville,PA,"Berks County",19518
"Lords And Ladies Exeter","Eufora semi exclusive","4150 Circle Ave",Exeter,PA,19606,610-406-9900,44.5311765,-76.384459999993,1,"4150 Circle Ave",Pittston,PA,"Luzerne County",18643
"Lords And Ladies Gilbertsville","Eufora semi exclusive","1804 Swamp Pike",Gilbertsville,PA,19525,610-323-6773,40.30416527027,-75.593626108108,1,"1804 Swamp Pike",Gilbertsville,PA,"Montgomery County",19525
"Lords And Ladies Perkiomenville","Eufora semi exclusive","646 Fagleysville Rd",Perkiomenville,PA,18074,610-754-0066,40.296345582278,-75.522612860759,1,"646 Fagleysville Rd",Perkiomenville,PA,"Montgomery County",18074
"Lords And Ladies Pottstown","Eufora semi exclusive","64 King Street",Pottstown,PA,19464,610-327-0777,40.248012393617,-75.657800351064,1,"64 King St",Pottstown,PA,"Montgomery County",19464
"Los Salonez",,"1010 Alma Street","Menlo Park",CA,94025,650-323-0735,37.455225933333,-122.18262133333,1,"1010 Alma St","Menlo Park",CA,"San Mateo County",94025
"Lotus Blossom","Eufora exclusive","24723 Cedar Rd Bldg G Unit 10",Lyndhurst,OH,44124,440-796-2792,41.520052,-81.488732,0.27," ",Lyndhurst,OH,"Cuyahoga County",44124
"Lotus Salon Tribeca","Eufora exclusive","34 North Moore St","New York",NY,10013,212-219-3539,40.719771940522,-74.007776143405,1,"34 N Moore St","New York",NY,"New York County",10013
"Lotus Salon West Village",,"718 Greenwich Street","New York",NY,10014,212-462-1050,40.733588,-74.007344,1,"718 Greenwich St","New York",NY,"New York County",10014
"Lucys House Of Style",,"12333 Saratoga Sunnyvale Road Suite C",Saratoga,CA,95070,408-517-0947,37.288786333333,-122.03244666667,1,"12333 Saratoga Sunnyvale Rd",Saratoga,CA,"Santa Clara County",95070
"Lulu Posh",,"7 Lafayette Rd","North Hampton",NH,3862,603-379-2053,42.997086816327,-70.814997122449,1,"7 Lafayette Rd","North Hampton",NH,"Rockingham County",03862
